Normal,Simple,SARI,METEOR,ROUGE_F,SPEARMAN_CORRELATION,PEARSON_CORRELATION
Ci sono altre questioni ben più impellenti da affrontare .,anche anche anche infatti anche anche schermo schermo schermo anche schermo film schermo schermo film film film schermo film anche,47.4074,0.0,0.0,-0.2114,0.0678
"Non sono "" troppo "" d' accordo",possono anche anche anche infatti infatti infatti anche anche possono possono possono anche possono anche essere anche anche leggere leggere,41.6667,0.0,0.0,0.1467,0.1724
Il cerchio si chiude ( apparentemente ),italiano italiano italiano questo questo questo parola parola parola parole parole parole parola parola sono sono sono parole parole sono,33.6508,0.0,0.0,0.2257,0.1068
Ma su questo non c' è problema,italiano italiano italiano anche anche anche sono sono sono possono possono possono infatti infatti infatti possono possono anche anche infatti,42.6587,0.0,0.0,-0.077,-0.1121
"Un amico è un amico , ovunque",possono anche anche anche infatti infatti infatti anche anche possono possono possono anche infatti anche possono anche possono film film,31.6667,0.0,0.0,-0.0098,0.1729
"Il cerchio , finalmente , si chiude .",anche anche anche infatti anche anche film film film sono film film video film film per film film questo film,45.2381,0.0,0.0,-0.3555,-0.2883
"Inoltre "" le controversie in materia di determinazione e corresponsione dell' indennizzo sono attribuite alla giurisdizione esclusiva del giudice amministrativo "" .",più più più infatti infatti infatti anche infatti infatti inoltre infatti infatti italiano infatti infatti incontra incontra incontra infatti infatti,13.396,0.0,0.0,0.1041,0.0693
"Il risultato è sotto gli occhi di tutti "" .",anche anche anche infatti infatti infatti anche anche italiano italiano italiano infatti italiano italiano italiani italiano italiano anche italiano italiani,19.957,0.0,0.0,-0.5882,-0.3662
"Si procederà all' aggiudicazione anche in presenza di una sola offerta , qualora ritenuta valida",anche anche anche infatti infatti infatti anche anche inoltre inoltre inoltre infatti infatti inoltre inoltre anche anche video video video,11.4393,0.0275,0.0,-0.0336,-0.1841
"Altrimenti non potrei più far- lo "" .",italiano italiano italiano anche anche anche file file file questo questo questo film film film questo questo cerco cerco cerco,45.6845,0.0,0.0,0.134,-0.0203
"Siamo d' accordo , comunque .",anche anche anche infatti infatti infatti anche anche italiano italiano italiano anche anche inoltre anche anche film film film anche,44.1667,0.0,0.0,-0.094,-0.1265
"Bisogna cambiare radicalmente strada , prima che sia troppo tardi",anche anche anche uomo uomo uomo annuncio uomo uomo donna uomo uomo cerco uomo uomo cerca uomo uomo uomini uomo,17.3644,0.0,0.0,-0.3406,-0.1966
Questa è una via d' uscita,possono possono possono sono sono sono possono possono anche sono sono essere possono possono essere essere sono sono film film,14.4444,0.0,0.0,0.0321,0.1627
Adesso però le cose sono un pò cambiate,anche anche anche anche anche infatti anche anche 24 24 2424 24 24 18 18 18,32.6885,0.0,0.0,-0.7764,-0.1989
« Non c' è alternativa,anche anche anche infatti infatti infatti anche anche film film film video film film sono film film cerco film film,28.0556,0.0,0.0,-0.2686,-0.1731
E non si muove foglia .,italiano italiano italiano questo questo questo parole parole parole parola parola parola parole parole sono sono sono parole parole infatti,42.7778,0.0,0.0,0.2316,0.1943
Forse è davvero la fine di un' era,italiano italiano italiano questo questo questo parole parole parole parola parola parola parole parole sono sono sono parole parole possono,14.8214,0.0,0.0,0.1825,-0.027
Questo è uno dei problemi »,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono che sono sono film film film,45.5556,0.0,0.0,0.325,0.2581
Questo è un punto determinante »,italiano italiano italiano questo questo questo sono sono sono questo questo film film film questo questo perché perché perché questo,19.7222,0.0676,0.0,0.0768,-0.1187
"articolo 569 , inserire il seguente articolo : "" Art",possono anche anche anche set set set film film film lavoro lavoro lavoro film film sono sono sono film film,53.7037,0.0,0.0,0.2795,0.0684
Quali saranno le conseguenze ecologiche ?,più sono sono sono infatti infatti infatti sono sono possono possono possono sono sono film film film sono sono presentano,46.25,0.0769,0.0,-0.1044,-0.0148
Non è peraltro una novità .,anche anche anche infatti infatti infatti anche anche leggere leggere leggere possono leggere leggere anche leggere possono possono leggere anche,41.1111,0.0,0.0,-0.3271,-0.0561
E la risposta più attendibile è che no .,anche anche anche sono sono sono anche anche leggere leggere leggere scrivere leggere leggere sono leggere leggere sole sole sole,33.7632,0.0,0.0,-0.6613,-0.3103
I risultati sono sotto agli occhi di tutti,anche anche anche infatti infatti infatti anche anche italiano italiano italiano italiani italiani italiani italiano italiano un italiano italiano infatti,14.256,0.0,0.0,-0.4767,-0.4369
"« Non sono affatto la stessa cosa , proprio per nulla .",essere essere essere infatti essere essere avere essere essere anche essere essere uomo uomo uomo essere essere anni anni anni,35.0884,0.0,0.0,-0.2769,-0.19
"Questa è una strana sensazione "" .",anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere sono sono sono anche anche sono sono possono possono,43.8492,0.0,0.0,0.3098,0.3336
Evidentemente non è sempre la stessa cosa .,", infatti infatti infatti essere essere essere avere avere avere essere essere infatti infatti avere avere infatti infatti uomo uomo",31.498,0.0,0.0,-0.1762,-0.2526
Mi sembra quanto meno una presa in giro,possono anche anche anche sono possono possono possono anche possono possono sono possono anche sono sono possono sono sono sono,17.877,0.0,0.0,0.2486,0.0599
""" Ma di che parli ?",si si si sono sono sono spesso spesso spesso sono sono anche anche anche sono sono possono sono sono infatti,34.1667,0.0769,0.0,-0.6505,-0.1827
"all' articolo 5 : al comma 1 , premettere il seguente : 01",sono anche anche anche infatti anche anche uomo uomo uomo terra terra terra lavoro lavoro lavoro uomo uomo lavoro lavoro,12.9545,0.0,0.0,-0.0272,0.1351
"all' articolo 5 : al comma 1 , premettere il seguente : 01 .",sono sono sono anche anche anche sono sono infatti infatti infatti anche anche italiano italiano anche anche infatti anche italiano,20.877,0.0,0.0,-0.1689,0.1347
La guerra non è inevitabile,registrazione registrazione registrazione registra registrazione registrazione registrare registrazione registrazione vendita vendita vendita leggere leggere leggere aprire aprire aprire leggere leggere,42.9167,0.0,0.0,0.4188,0.1151
Quindi i prossimi progetti quali sono ?,anche anche anche infatti anche anche leggere leggere leggere possono leggere leggere scrivere leggere leggere può leggere leggere anche anche,41.2698,0.0,0.0,-0.5969,-0.3965
"Ne abbiamo appena avuto un esempio "" .",anche anche anche spesso spesso spesso anche anche sono spesso spesso film film film spesso spesso sono film film sono,42.4107,0.0,0.0,-0.1961,-0.2393
Poi sappiamo come va a finire .,italiano italiano italiano anche anche anche questo questo questo anche anche scritto scritto scritto anche anche leggere leggere leggere scrivere,45.0397,0.0,0.0,-0.23,-0.1745
Finalmente arrivò il giorno della partenza,me me me vita vita vita mia vita vita parola parola parola parole parola parola realtà parola parola termine parola,15.8333,0.0,0.0,-0.785,-0.4137
Ma è una bella soddisfazione lo stesso,anche uomo uomo uomo donna donna donna uomo uomo annuncio annuncio annuncio annunciare annuncio annuncio annuncia annuncio annuncio annunci annuncio,32.4603,0.0,0.0,-0.7306,-0.2581
""" Non so proprio cosa sia successo .",sono sono sono anche anche anche sono sono spesso spesso spesso anche anche spesso spesso sono sono essere essere essere,57.5893,0.0676,0.0,-0.3335,-0.237
"D' estate , però , sulla costa del Mar Nero , il tempo è solitamente caldo e soleggiato",anche anche anche scrivere scrivere scrivere anche anche leggere leggere leggere scrivere leggere leggere fare fare fare anche anche fare,10.7455,0.0,0.0,0.2848,0.1487
Ma qual è il segreto del loro successo,può anche anche anche infatti infatti infatti anche infatti possono infatti infatti possono possono infatti anche anche genere genere genere,14.8214,0.0,0.0,-0.032,0.2823
- Non è un tuo problema,italiano italiano italiano anche anche anche infatti infatti infatti anche anche film film film questo film film porno film film,42.7778,0.0,0.0,0.1006,-0.1743
La situazione non si presenta certo brillante,anche anche anche infatti infatti anche anche uomo uomo uomo cerco cerco cerco anche anche cerco cerco mio mio mio,12.6587,0.0,0.0,-0.4472,-0.2794
E realmente a cosa serve,può può può caso caso caso casi caso caso questo caso caso sono caso caso tempo caso caso essere caso,28.0556,0.0,0.0,-0.0198,0.0359
Però oggi lo scenario è cambiato .,anche anche anche infatti anche anche leggere leggere leggere vivere leggere leggere film film film sono film film cinema film,18.9881,0.0,0.0,-0.4602,-0.1615
"Ci sarà , tuttavia , un perché .",anche anche anche leggere leggere leggere scrivere leggere leggere vivere vivere vivere leggere leggere sono leggere leggere queste leggere leggere,42.8571,0.0,0.0,-0.3562,-0.4707
L' attività scientifica si è svolta con continuità dal 1979,", infatti infatti infatti sono sono sono infatti infatti italiano infatti infatti inoltre infatti infatti essere essere essere infatti infatti",17.3644,0.0,0.0,0.2279,0.2439
L' attività scientifica si è svolta con continuità dal 1987,", infatti infatti infatti sono sono sono infatti infatti italiano infatti infatti inoltre infatti infatti anche infatti infatti essere infatti",17.3644,0.0,0.0,0.162,0.2078
L' attività scientifica si è svolta con continuità dal 1971 .,", infatti infatti infatti anche infatti infatti italiano italiano italiano infatti infatti questo questo questo infatti infatti scritto scritto scritto",19.0025,0.0,0.0,0.2801,0.2836
L' attività scientifica si è svolta con continuità dal 1978,", infatti infatti infatti sono sono sono infatti infatti italiano infatti infatti inoltre infatti infatti anche infatti infatti essere essere",17.3644,0.0,0.0,0.2276,0.2439
L' attività scientifica si è svolta con continuità dal 1982 .,", infatti infatti infatti anche anche anche infatti infatti inoltre inoltre inoltre infatti infatti questo anche anche inoltre inoltre anche",19.0025,0.0,0.0,0.3313,0.3276
Il problema è tutt' altro,anche anche anche schermo schermo schermo film film film cinema film film per film film caso film film sono film,41.25,0.0,0.0,0.2454,0.4158
Purtroppo le cose non stanno affatto così .,", anche anche anche infatti anche anche possono possono possono anche anche italiano anche anche uomo uomo uomo infatti infatti",20.1091,0.0,0.0,-0.2775,-0.1962
Ma qual è il segreto del suo successo,anche infatti infatti infatti anche infatti possono possono possono infatti infatti sono infatti infatti esempio esempio esempio genere genere genere,14.8214,0.0,0.0,-0.241,-0.443
Il comitato formula il suo parere sul progetto entro un termine che il presidente per fissare in funzione dell' urgenza della questione in esame .,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare fare fare scrivere scrivere vivere vivere vivere leggere,6.357,0.0,0.0,0.0447,0.0913
Il gran giorno è arrivato .,più più più sono sono sono queste sono sono che sono sono film film film sono sono questi sono sono,32.0833,0.0,0.0,-0.0528,-0.1728
"Come andrà a finire , si saprà solo stasera",italiano italiano italiano italiani italiani italiani italiano italiano hanno hanno hanno sono hanno hanno inoltre hanno hanno anni anni anni,21.8089,0.0,0.0,0.7711,0.6734
Sarà un salto nel buio ! !,sono sono sono infatti infatti infatti italiano italiano italiano uomo uomo uomo italiano uomo italiano italiano italiani italiani italiani italiano,18.1944,0.0,0.0,-0.4942,-0.2165
"Le cose , però , non stanno così",anche anche anche888otototETETETototetoototopotot,30.754,0.0,0.0,-0.0294,0.0709
Questo è il nostro impegno principale »,sono anche anche anche infatti infatti infatti anche anche italiano italiano italiano anche anche film film film sono film film,12.6587,0.0,0.0,-0.124,0.2857
Per informazioni si può telefonare allo 0774924016 o al 3289779124,anche anche anche sono sono sono anche anche italiano italiano italiano anche anche questo questo questo sono sono questo questo,44.8148,0.0,0.0,0.4761,0.3193
E probabilmente questo è stato un bene,possono possono possono anche anche anche sono sono possono possono sono possono anche possono possono film film film sono sono,11.4683,0.0,0.0,-0.2921,-0.3228
"Ed è passato un mese , mica poco",italiano italiano italiano anche anche anche parla parla parla cerca cerca cerca parla parla parlare parla parla registrato parla parla,42.4107,0.0,0.0,0.0264,0.1512
"In attesa di sollecita risposta , si porgono distinti saluti .",anche anche anche uomo uomo uomo donna donna donna uomo uomo segno segno segno simbolo simbolo simbolo segno segno forma,32.1044,0.0,0.0,-0.0033,0.1955
Ora : qual è la conclusione,anche anche anche scritta scritta scritta scritte scritta scritta scrivere scritta scritta scritto scritta scritta film film film genere genere,15.8333,0.0,0.0,-0.1149,0.1497
Ora siamo esattamente al contrario,sono sono sono anche anche anche sono sono possono possono possono anche anche possono possono sono anche sono anche film,57.0833,0.0676,0.0,-0.4461,-0.1794
Non era però questo il caso .,anche anche anche scrivere scrivere scrivere leggere leggere leggere scrivere scrivere fare leggere leggere vivere vivere vivere leggere leggere sole,54.7619,0.0,0.0,-0.0087,0.183
