Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
la ringrazio per l attenzione,la ringrazio per la sua gentile attenzione,100.0,0.9985,0.1778,100.0,0,0
ma non si può resistere a lungo,ma non posso resistere a lungo,66.6667,0.8067,0.1124,38.0,0,0
conseguentemente sopprimere l articolo 112 secondo comma,conseguentemente l articolo 112 secondo comma e soppresso,36.6162,0.5282,0.0435,15.6,0,0
in sud america si estende attraverso subtropicale orientale del brasile ben nel temperato nord dell' argentina,in sud america si estende attraverso il brasile e nel brasile meridionale,40.0,0.2907,0.0632,13.5,0,0
le stazioni radio le internet e le chat room di virtuale hanno intensificato l' evento con i podcast di   world party i. le celebrazioni si svolgono in ogni continente del mondo incluso il medio oriente e l' africa,le stazioni radio di rete notturna hanno molte stazioni radio in ogni mondo,30.351,0.1804,0.0625,9.1,0,0
ecco questa dovrebbe essere assolutamente la tua prima domanda,questa e la prima domanda,76.9841,0.7559,0.1136,37.0,0,0
il fan club iniziato nel 1994 stato mantenuto relativamente segreto in un primo momento in quanto il gruppo non ne ha mai fatto menzione sul loro sito ufficiale,il fan club stato creato nel 1994 e non ne ha avuto notizie nel 1994,63.3439,0.755,0.1224,19.6,0,0
si possono conservare così per un mese,si possono conservare cosi per un mese,58.3333,0.4827,0.0667,24.4,0,0
come molti dei egiziani il culto di bes fu esportato all' estero e lui in particolare si popolare tra i fenici e gli antichi ciprioti,come molti dei musulmani il culto di besci in particolare che oggi viene popolare tra i musulmani e gli antichi egittologi,25.2787,0.4281,0.1509,15.8,0,0
hume fu in grado di comunicare con alcuni aborigeni che incontrarono all' inizio del loro viaggio che acconsentirono ad agire come guide e tardi quando gli aborigeni li lasciarono sturt parla con apprezzamento della di hume nel rintracciare i loro animali che si erano allontanati,hume era in grado di parlare con alcuni aborigeni che erano molto sorpresi che gli aborigeno arrivarono quando hanno iniziato a pratica,69.8877,0.5373,0.2,33.1,0,0
ci sono le risposte a tutte,ci sono tutte le risposte,68.1217,0.6356,0.0455,35.0,0,0
le nubi di cumulo fanno parte della grande famiglia di nubi cumuliformi che includono cumulo cumulo congestionato e nubi di cumulonimbus tra gli altri,le nubi di cumulo fanno parte della grande famiglia di nubi cumuli seminati e nubi di tettoni tra gli altri uccelli del grande gruppo di,33.3333,0.0466,0.0,1.5,0,0
ma si sa come va a finire,vogliamo sapere come andra a finire,78.4722,0.8067,0.1573,38.0,0,0
questa sarebbe una cosa positiva,questa e una cosa normale,66.6667,0.4331,0.0909,19.4,0,0
la commissione prosegue l esame congiunto rinviato nella seduta del 18 novembre 1999,la commissione prosegue l esame rinviato nella seduta del 18 novembre 1999,73.2172,0.9139,0.25,73.5,0,0
è passato veramente molto tempo,da allora e passato molto tempo,64.8016,0.7433,0.0674,24.3,0,0
la sede dell' di aarhus aarhus school of business aarhus technical college the danish school of journalism la royal academy of music di aarhus via university college e l engineering college di aarhus e diversi altri centri di istruzione di fascia alta,aarhus aarho school of music and recreation school of arts presso l'di aarhu,52.5278,0.0746,0.0566,3.1,0,0
questa è la nostra vita ora,questa e la vita nostra,55.5556,0.2542,0.0,11.5,0,0
il primo libro a riconoscere il potenziale scientifico dei sogni lucidi stato lo studio lucid dreams di celia green del 1968 green ha analizzato le principali caratteristiche di tali sogni,lucid stories di aud verde stato studiato in primis nel 1968 ha analizzato le caratteristiche del sogno e della liberta di pensiero secondo il,40.3776,0.0,0.0,0.8,0,0
ed il risultato è questo,e il risultato e straordinario,45.5556,0.3178,0.0455,17.5,0,0
homer cresce i capelli e gli viene data una promozione sul lavoro che gli permette di assumere una segretaria di nome karl,homer cresce i capelli e gli viene data una promozione sul lavoro di karl,18.5797,0.452,0.1649,27.3,0,0
il yokosuka mxy-7 ohka era un aereo d' attacco kamikaze anti nave a propulsione umana appositamente costruito e guidato da razzi impiegato dal giappone verso la fine della seconda guerra mondiale,il yokosuka m come un aereo d'attacco kamikaze usato dal giappone durante la guerra civile giapponese,31.6673,0.1591,0.1121,3.2,0,0
i residenti di kingsport sono serviti dal sistema scolastico pubblico kingsport city schools che gestisce sette scuole elementari due scuole medie e una scuola superiore,kingsport city una della contea di kingsport in inghilterra,18.4704,0.0794,0.0638,1.5,0,0
ma la verità sarebbe un altra,la verita e semplicemente un altra,57.8373,0.3704,0.0899,15.2,0,0
dopo che l' uomo fu portato via dalla polizia tutti si ripresero con una tazza di tè,dopo che l'uomo fu portato via dalla polizia tutti si ripresero con una tazza di te,27.1634,0.4156,0.1569,12.9,0,0
come stanno le cose oggi,e oggi come stanno le cose,36.0317,0.949,0.0674,53.7,0,0
ecco il punto forse sta proprio qui,il punto sta proprio qui,56.6667,0.7559,0.0455,26.2,0,0
si possono fare cose molto diverse,si possono fare diverse cose,65.7407,0.75,0.0909,42.7,0,0
la commissione prosegue l esame rinviato da ultimo nella seduta del 13 novembre 2003,la commissione prosegue l esame rinviato nella seduta del 13 novembre 2003,100.0,0.9997,0.2917,100.0,0,0
la realtà purtroppo è un altra,purtroppo la realta e tutt altra,53.7897,0.5011,0.1124,18.0,0,0
dopo l articolo 91 è inserito il seguente art,dopo l articolo 91 e inserito il seguente art,61.3853,0.8541,0.1522,43.2,0,0
è tutto un pò strano,e tutto un po strano,31.25,0.1744,0.0455,6.3,0,0
non si cambiano le cose così,ma le cose non cambiano,69.6429,0.433,0.0455,26.7,0,0
e la cosa non mi sorprende più,e la cosa non deve sorprendere,86.0317,0.9765,0.1333,76.0,0,0
non mancano però le sorprese,non mancano pero le sorprese,44.4444,0.1,0.0227,10.7,0,0
il nome amalthea non stato formalmente adottato dalla iau fino al 1975 anche se era stato in uso informale per molti decenni,il nome amalthea non stato adottato dalla iau fino al 1975,60.3481,0.5701,0.3061,44.1,0,0
raccomanda quindi l approvazione del suo emendamento 9.1,raccomanda l approvazione del suo emendamento 6. 1,66.6667,0.727,0.1522,46.7,0,0
dov era il padre adesso,dove e il padre di pinocchio,51.8519,0.098,0.0222,8.1,0,0
i prezzi sono alti,il prezzo era troppo alto,26.3889,0.1,0.0,10.7,0,0
ma queste sono scelte personali,ma e una scelta personale,11.8056,0.0847,0.0227,8.7,0,0
bryan bartlett   bart starr un ex giocatore di football americano professionista e allenatore,bryan bart starr un ex calciatore statunitense,22.6566,0.2641,0.1099,8.4,0,0
la risposta ovviamente è assolutamente no,la risposta e stata no,54.3651,0.2542,0.0455,11.5,0,0
megan martha   meg white un batterista americano meglio conosciuto come la del duo rock di detroit the white stripes con il suo ex marito jack white,megan seth white un batterista americano,21.5109,0.0565,0.0,1.1,0,0
gioca come centro e fullback,gioca come centro e non in backback,44.6429,0.5943,0.044,14.5,0,0
camille monet si di tubercolosi nel 1876,camille monet il giovane medico nel 1876,46.5278,0.1923,0.0217,7.8,0,0
incoronato nel 226 come hn h rn   re dei re iran ardashir finalmente ha portato il oltre 400 anni dell' impero partico alla fine e ha iniziato quattro secoli di dominio sassanide,nel 226 hn hn re dei re iranici e il popolo di iran divenne re dell'impero iraniano,31.8409,0.1797,0.1308,5.9,0,0
provo a dar- vi una risposta,provo comunque a dare una risposta,82.5,0.7782,0.0899,50.8,0,0
i risultati oggi sono sotto gli occhi di tutti,i risultati sono sotto i nostri occhi,54.9874,0.3235,0.0444,12.6,0,0
l' attuale risale alla sua fondazione per l' apertura di un ristorante in franchising da ray kroc a des plaines illinois il 15 aprile 1955 il nono ristorante mcdonald 's in generale,il suo nome attuale dato a ray kroc a descartes il primo ristorante a des plaines a des caballas,41.6845,0.2736,0.1284,12.1,0,0
il vertice del g8 un evento internazionale che viene osservato e riportato dai media ma la rilevanza del g8 non chiara il paese membro che detiene la presidenza del g8 responsabile dell organizzazione e dell hosting del vertice dell anno tenutosi per tre giorni a anno e per questo motivo tony blair e il regno unito hanno accumulato la parte di leone del merito per che andato a gleneagles nel 2005,il vertice del g8 un evento politico mondiale che accade nella sfera del g 8 paesi,30.5686,0.228,0.06,5.3,0,0
all udienza del 13 marzo 2003 il ricorso è stato trattenuto per la decisione,alla pubblica udienza dell 13 marzo 2003 il ricorso veniva trattenuto in decisione,78.8516,0.8613,0.268,78.0,0,0
sono in numero di 73,il numero minimo e di 73,66.6667,0.5011,0.0674,18.0,0,0
bene si comincia a fare sul serio adesso,da domani si comincia a fare sul serio,70.0,0.7773,0.1319,62.4,0,0
ma i tempi evidentemente erano cambiati,ma forse i tempi sono cambiati,71.3889,0.949,0.1124,53.7,0,0
molte barche pt divennero famose durante la guerra,molte barche pt entrarono in guerra durante la guerra,49.1667,0.3472,0.0217,9.5,0,0
ma purtroppo la realtà non è questa,ma la realta non e cosi,27.6852,0.3276,0.1124,12.9,0,0
uno dei monumenti famosi della chapel bridge un ponte di legno costruito per la prima volta nel 14 secolo,uno dei monumenti famosi della chapel bridge di legno costruito per la prima volta nel 14 secolo,19.3771,0.7614,0.198,39.6,0,0
solo la verità ci renderà liberi,solo la verita rende liberi,56.3095,0.75,0.1364,30.2,0,0
ringraziando- la per l attenzione le porgo cordiali saluti,la ringrazio per l attenzione e le porgo cordiali saluti,54.5503,0.8067,0.1474,26.3,0,0
questa però è un ipotesi tutta da verificare,pero e solo un ipotesi da verificare,36.455,0.499,0.1111,20.0,0,0
la casa è ancora lì,la casa e ancora li,43.6508,0.2,0.0682,12.7,0,0
ciò avvenne tra il 1970 e 1971,tutto questo avviene tra il 1970 e il 1971,67.4038,0.8819,0.1739,66.1,0,0
la commissione esprime complessivamente un giudizio discreto,pertanto la commissione esprime un giudizio positivo,93.1746,0.9813,0.1333,80.9,0,0
sugli altri c è un inquietante punto interrogativo,ma c e un altro punto preoccupante,56.5675,0.7934,0.1333,30.7,0,0
il problema deve essere risolto,il mio problema e risolto,77.7778,0.75,0.1364,42.7,0,0
la vernice essere applicata anche capovolgendo la vernice gocciolando o immergendo un oggetto in vernice,la vernice essere applicata anche capovolgere la vernice gocciolando un oggetto in vernice,38.3043,0.1942,0.04,7.3,0,0
questa è un altra questione importante e difficile,e una questione di marketing,53.9683,0.375,0.0455,21.4,0,0
fu particolarmente stupito dalla di geronimo non solo di imparare velocemente una canzone ma di renderla quasi degna di brevetto,penso che il di geronimo non solo di imparare una canzone ma di quasi una decennio,47.0711,0.5477,0.198,36.5,0,0
francamente ne farei a meno,potevamo far - ne a meno,71.4286,0.5773,0.1124,30.2,0,0
possibile che le cose stiano proprio così,ma le cose oggi stanno proprio cosi,70.5225,0.7934,0.1333,30.7,0,0
spero di essere stata sufficientemente chiara,spero di essere stata chiara,100.0,0.996,0.1364,100.0,0,0
i problemi sollevati quando i nastri sono stati rilasciati durante il fine settimana rappresentano solo un altro capitolo nella lunga storia di sterling di essere al centro delle polemiche,i nastro sono stati rilasciati durante il fine settimana di sterling ma non sono stati al sicuro durante il resto dell'anno,44.1138,0.2614,0.0935,12.5,0,0
in fisica la angolare una vettoriale che specifica la angolare di un oggetto e l' asse attorno al quale l' oggetto ruota,in fisica la angolare una vettoriale che prende il nome dall'oggetto e dall'asse attorno al quale l'oggetto ruota,40.5239,0.1879,0.0741,12.7,0,0
semmai il problema è un altro,l attuale grande problema e un altro,47.4206,0.4915,0.0444,14.5,0,0
unico per mario luigi superstar saga il bros,il bros bisstar una gioco di piattaforma del 2004,19.1667,0.0505,0.0,4.3,0,0
cassinetta di lugagnano o da nella variante locale del dialetto milanese un comune di 1.883 abitanti della provincia di milano,cassinetta di lugagnano o da nel locale dialetto milanese un comune di 1. 883 abitanti della provincia di milano,68.626,0.7724,0.2222,47.2,0,0
almeno questa è la mia impressione,e solo la mia impressione,62.6984,0.5889,0.0909,39.8,0,0
si richiede altresì la buona conoscenza della lingua inglese,e richiesta una buona conoscenza della lingua inglese,60.6151,0.6817,0.1319,36.6,0,0
e questo è un modo normale,e comunque un modo normale,47.8175,0.375,0.0227,21.4,0,0
i primi romanzi di kundera esplorano i due aspetti tragici e comici del totalitarismo,i primi romanzi di kundera esplorano i due tipi diversi di romanzo e comica,39.0873,0.1289,0.06,9.0,0,0
trovare queste persone non era certo impossibile,trovare queste persone non e facile,19.7114,0.5752,0.0899,43.0,0,0
e questo è un guaio,era proprio un bel guaio,100.0,0.996,0.1364,100.0,0,0
come aggiungo una firma ai miei messaggi,come aggiungere una firma ai miei messaggi,61.544,0.7454,0.1111,35.6,0,0
il gran giorno è arrivato,il grande giorno e arrivato,36.1111,0.2,0.0682,12.7,0,0
anche questa è una strada,e questa una strada pericolosa,82.1429,0.7938,0.1364,66.9,0,0
alla pubblica udienza del 3 novembre 2004 il ricorso è stato trattenuto per la decisione,alla pubblica udienza dell 3 novembre 2004 il ricorso veniva trattenuto in decisione,100.0,0.9998,0.3093,100.0,0,0
le difficoltà tuttavia non mancano,le difficolta comunque non mancano,55.754,0.5111,0.0682,23.6,0,0
vale la pena provar- ci,comunque vale la pena di provare,62.2222,0.7294,0.0449,20.4,0,0
quali sono le cause del fenomeno,quali sono le cause di questo fenomeno,59.9537,0.712,0.1111,39.4,0,0
l articolo 3 posto ai voti è approvato,posto ai voti viene approvato l articolo 3,72.2222,0.8427,0.0879,32.8,0,0
ora è anche il contrario,era vero esattamente il contrario,45.5556,0.375,0.0455,21.4,0,0
la commissione prosegue la discussione rinviata da ultimo nella seduta del 10 aprile 2003,la commissione prosegue la discussione rinviata nella seduta del 10 aprile 2003,100.0,0.9997,0.2917,100.0,0,0
il che sarebbe un risultato di non poco conto,e questo era un risultato davvero di non poco conto,49.7619,0.8694,0.086,21.4,0,0
koop era una figura un po eccentrica e fiammeggiante ben nota per la sua barba senza baffi e le cravatte colorate,koop era una figura un po strana e fiammeggiante per la sua barba senza baffi e le sue code colorate,46.5338,0.6166,0.2095,39.7,0,0
il contributo personale sarebbe rilevante,il contributo personale e rilevante,58.5317,0.535,0.0682,20.8,0,0
ancora meno non voglio fare come si dice di ogni erba un fascio,non facciamo di tutta un erba un fascio,64.7436,0.4198,0.0879,12.8,0,0
allora non faceva niente di male,ma non volevo far del male,37.6389,0.1667,0.0225,9.7,0,0
tale tesi peraltro non può essere accolta,tale tesi non puo essere accolta,32.9167,0.625,0.1124,23.0,0,0
