Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
questa è una cosa assurda,sara proprio una cosa straordinaria,87.5,0.7938,0.1364,66.9,0,0
questo sarebbe un grande rischio,questo e il grande rischio,56.3095,0.2941,0.0227,10.1,0,0
allora cosa si potrebbe fare,ma allora cosa possiamo fare,82.8571,0.7938,0.0909,54.8,0,0
preannuncia pertanto il voto favorevole del suo gruppo sulla proposta di parere del relatore,preannuncia infine il voto favorevole del suo gruppo sulla proposta di parere del relatore,31.0407,0.8504,0.2449,65.9,0,0
non si può chiedere di più,di piu non potevo chiedere,40.6151,0.3,0.0227,14.1,0,0
articolo 119 della costituzione sostituito dal seguente,l articolo 119 della costituzione e sostituito dal seguente art. 97,82.5298,0.83,0.2316,63.4,0,0
questa è solo un ipotesi,ma la mia e solo un ipotesi,50.3175,0.8413,0.1778,41.1,0,0
non sarebbe sicuramente la stessa cosa,non e esattamente la stessa cosa,66.6667,0.625,0.0899,32.5,0,0
mi potreste aiutare in qualche modo,mi puoi aiutare in qualche modo,66.6667,0.8067,0.1124,53.7,0,0
l attività didattica è stata adeguata e coerente con i ruoli ricoperti,l attivita didattica e adeguata ai ruoli ricoperti,20.8102,0.3477,0.1099,9.5,0,0
questo mi sembrava una cosa molto buona,mi sembra una buona cosa,100.0,0.996,0.1364,100.0,0,0
e le forme possono essere varie,puo essere la forma varificata,59.1667,0.1,0.0449,10.7,0,0
tutti gli altri vennero dopo,tutti gli altri vengono dopo,51.1111,0.375,0.0455,21.4,0,0
certamente la risposta sarebbe negativa,la risposta e ragionevolmente negativa,66.6667,0.5111,0.0909,23.6,0,0
noi siamo contro questa e ogni altra guerra,noi siamo contro ogni altra guerra,45.9614,0.7353,0.0899,32.5,0,0
che è vero esattamente il contrario,e vero tutto il contrario,79.7817,0.7938,0.1364,66.9,0,0
tuttavia le cose non stanno esattamente così,tuttavia le cose non stanno cosi,55.1984,0.7782,0.1124,50.8,0,0
anche questo è un effetto della globalizzazione,questo e l effetto della globalizzazione,23.7897,0.625,0.1124,32.5,0,0
e questo è un lavoro,ed e un lavoro atipico,58.3333,0.3,0.0,14.1,0,0
si riprende lo svolgimento di interpellanze urgenti,riprendiamo lo svolgimento di una interpellanza urgente,51.5873,0.4827,0.1075,24.4,0,0
non sarebbe male come idea,non e una buona idea,34.7222,0.2,0.0682,12.7,0,0
"aumento deve comunque essere limitato entro la misura complessiva dello 0,1 per cento","l aumento deve comunque essere limitato entro la misura complessiva dello 0, 1 per cento complessivo",38.7814,0.9074,0.32,65.2,0,0
il comma 4 dell articolo 12 del testo unico è sostituito dal seguente 4,il comma 4 dell articolo 12 del testo unico e sostituito dal seguente 4,29.2879,0.9269,0.3093,78.3,0,0
le cose sono cambiate,molte cose dunque sono cambiate,47.2222,0.5111,0.0455,23.6,0,0
gli effetti del presente contratto decorrono dal giorno successivo a quello della sua definitiva sottoscrizione salvo diversa prescrizione contenuta nello stesso,gli effetti giuridici decorrono dal giorno della sua sottoscrizione salvo diversa prescrizione del presente contratto,92.3057,0.9915,0.3366,80.0,0,0
di che cosa c è effettivamente bisogno,di che cosa c e bisogno,33.6111,0.6189,0.1124,19.3,0,0
certo potrebbe essere dietro l angolo,era proprio dietro l angolo,83.3333,0.7938,0.0909,66.9,0,0
e non sarebbe una cosa da poco,e non e cosa da poco,64.0741,0.7353,0.1124,32.5,0,0
la commissione prosegue l esame rinviato da ultimo nella seduta del 12 aprile 2005,la commissione prosegue l esame rinviato alla seduta del 12 aprile 2005,56.636,0.9139,0.25,73.5,0,0
la ringrazio dell attenzione e le porgo cordiali saluti,ringraziamo per l attenzione e porgiamo i migliori saluti,55.1407,0.5975,0.1075,31.6,0,0
le cose poi sono cambiate,poi le cose sono cambiate profondamente,46.2963,0.6189,0.0449,19.3,0,0
effettivamente questa è un ottima domanda,questa e una bella domanda,68.75,0.2206,0.0,9.4,0,0
non lo so e non potrei parlarne con nessuno perchè sono certa che mi metterei a piangere,non lo so e non mi metto a piangere con gli occhi per niente,39.9391,0.2553,0.0412,6.0,0,0
ma vi è una sorpresa in più,ma la vera sorpresa e un altra,69.0152,0.5174,0.0667,15.6,0,0
dopo il comma 4 aggiungere il seguente 5,dopo il comma 4 e aggiunto il seguente 5,77.3611,0.8819,0.2174,59.7,0,0
non faccio del male a nessuno,ma non volevo far del male,100.0,0.9977,0.1573,100.0,0,0
questa è l unica strada possibile e transitabile,e l unica strada possibile,45.6439,0.6727,0.1136,54.8,0,0
insomma è stato fatto un ottimo lavoro,dunque hai fatto un ottimo lavoro,45.8333,0.6189,0.0225,19.3,0,0
ti saluto e ti ringrazio della tua disponibilità,ti ringrazio e ti ringrazio della tua infinita disponibilita,33.3333,0.3549,0.043,10.6,0,0
ma c è anche una differenza tra uomini e donne molto marcata,che differenza c e tra l uomo e la donna,57.3251,0.4264,0.043,11.0,0,0
il consiglio di facoltà all unanimità approva,il consiglio di facolta approva all unanimita,13.8889,0.6371,0.1522,27.8,0,0
a chi potrei chiedere questa informazione,a chi posso chiedere informazioni,90.2778,0.7324,0.1136,67.0,0,0
comunque signor presidente non insisto per la votazione,non insisto per la votazione,50.4167,0.5095,0.1124,26.0,0,0
e l elenco potrebbe continuare a lungo,questo elenco potrebbe continuare a lungo,100.0,0.9977,0.1573,100.0,0,0
cosa puoi raccontar- ci di questa esperienza,puo raccontar - ci questa esperienza,66.6667,0.6189,0.0444,18.0,0,0
c è una grossa differenza,ma c e una grossa differenza,27.0833,0.2941,0.0449,10.7,0,0
  m con catherine middleton,m con ernesta con simo,9.7222,0.2439,0.0444,21.4,0,0
questa non è una coincidenza,forse non e stata solo una coincidenza,66.6667,0.4915,0.0444,14.5,0,0
posso far- ti un esempio però,posso fare un esempio immediato,71.627,0.6356,0.0682,35.0,0,0
le soluzioni ovviamente sono ancora allo studio,e allo studio una soluzione,60.5556,0.375,0.0227,21.4,0,0
beh la ragione è molto semplice,la ragione e molto semplice,51.3889,0.6313,0.0682,25.4,0,0
non sarebbe la fine del mondo,ma non era la fine del mondo,66.6667,0.6914,0.0889,43.5,0,0
c era un grande silenzio,c e un grande silenzio,47.2222,0.1695,0.0,10.4,0,0
non è certo questo il problema,ma non e il solo problema,51.0317,0.2941,0.0449,10.7,0,0
poi arrivò la zia anna con una lunga sciarpa fatta ai ferri per la mamma,poi la zia anna arrivo con una lunga corda fatta ai ferri per la mamma,18.3731,0.6989,0.1633,23.4,0,0
la partecipazione all evento è totalmente gratuita,la partecipazione all evento deve essere quindi assolutamente gratuita,38.8889,0.4056,0.0652,10.6,0,0
articolo 17 aggiungere il seguente art,dopo l articolo 17 aggiungere il seguente art,100.0,0.999,0.1978,100.0,0,0
non avrò paura,non devo avere paura,100.0,0.9922,0.1149,100.0,0,0
non è la prima volta evidentemente,non e questa la prima volta,71.5741,0.8067,0.1573,53.7,0,0
si è in attesa di risposta,sono sempre in attesa della risposta,47.4206,0.3276,0.0449,12.9,0,0
si questa è un ottima idea,quest idea e un mio copyright,47.5,0.0833,0.0,8.1,0,0
   casello autostradale bolzano sud sorge il nuovo quartier generale della nota a    in abbigliamento sportivo da montagna a torre oltre agli uffici amministrativi   un grande magazzino un r&amp;d un asilo aziendale una caffetteria inoltre dovrà sorgere una palestra da arrampicata interna la pi&#xf9 grande d' europa l' eccezionale sito di progetto,casello autostradale bolzano sud sorge il nuovo quartier generale della nota a in abbigliamento sportivo da montagna la torre oltre agli uffici amministrativi comprende un grande,51.6632,0.4549,0.5091,31.5,0,0
ma in quel momento tonio battaglia apparve in mezzo alla porta,ma in quel momento tonio battaglia stava in mezzo alla porta,59.875,0.6114,0.1474,46.2,0,0
quali sono i risultati più significativi ottenuti,quali sono stati i risultati ottenuti,100.0,0.9977,0.1573,100.0,0,0
per maggiori informazioni clicca qui,per maggiori informazioni clicca qui,100.0,0.996,0.1364,100.0,0,0
prova a dar- ci un occhiata,proviamo a dare un occhiata,100.0,0.996,0.1573,100.0,0,0
non era un mondo per tutti certo,non e un altro mondo,56.7262,0.75,0.0909,42.7,0,0
non c è proprio altra via,non c e un altra via,57.9828,0.8067,0.1573,38.0,0,0
per maggiori informazioni consultare il sito,per maggiori informazioni si puo consultare il sito ufficiale,59.4444,0.5952,0.0652,19.1,0,0
all improvviso sentimmo degli spari,all improvviso senti degli spari,61.1111,0.375,0.0455,21.4,0,0
d c è una spiegazione,c e una spiegazione ragionevole,25.1984,0.5111,0.0909,23.6,0,0
lo slam è semplicemente un gioco,lo sport e un gioco,65.0,0.375,0.0455,21.4,0,0
d altronde non è un segreto,non e piu un segreto,57.8373,0.5111,0.0909,23.6,0,0
si esprime pertanto parere favorevole all ammissione alle fasi successive della presente valutazione,esprimo parere favorevole alla ammissione alla fase successiva della presente valutazione,51.336,0.6818,0.1895,46.9,0,0
il tempo non mi basta mai,il tempo non basta mai,75.8333,0.8203,0.1136,57.9,0,0
il problema vero pertanto è questo,il problema e questo,54.3651,0.3061,0.046,16.4,0,0
ammontare massimo del contributo nella spesa l,591. 200. 000,66.6667,0.0,0.0449,5.3,0,0
e questa è una buona notizia,ed e una buona notizia,47.6389,0.75,0.1364,42.7,0,0
ti mando un libercolo sull argomento,ti mando un libercolo su questi argomenti,81.2698,0.8552,0.1538,80.9,0,0
è stato tutto così veloce una sensazione strana,e stato una sensazione stranissima,48.3333,0.4573,0.0225,21.4,0,0
nel nostro caso però è vero tutto il contrario,ma nel mio caso e stato tutto il contrario,43.9815,0.2315,0.0435,9.5,0,0
anche questi motivi non sono fondati,il motivo non e fondato,19.7222,0.1,0.0,10.7,0,0
e questo è un altro fatto positivo,ed e un fatto positivo,58.6508,0.5111,0.0909,23.6,0,0
propone infine di formulare un parere favorevole,propone quindi di formulare parere favorevole,28.9646,0.7433,0.0899,24.3,0,0
dopo che l' uomo fu portato via dalla polizia tutti si ripresero con una tazza di tè,dopo che l'uomo fu portato via dalla polizia tutti si misero a ridere quando finalmente la tazza di te,31.302,0.367,0.1346,6.8,0,0
sì coraggiosi è proprio la parola giusta,si e questa la parola giusta,32.6389,0.4907,0.0674,30.2,0,0
infatti non è questo il punto,ma non e il punto,66.7262,0.75,0.1364,30.2,0,0
mi scuso per la lunghezza nibelungica dei messaggi,scusate la lunghezza nibelungica dei messaggi,53.9286,0.5773,0.0652,30.2,0,0
è una cosa molto rock no,e una cosa grave o no,52.2817,0.2941,0.0674,10.7,0,0
la commissione approva quindi l articolo 26 come modificato,la commissione quindi approva l articolo 26 come modificato,100.0,0.9993,0.2174,100.0,0,0
questo è naturalmente il vero problema,questo e il loro problema,45.873,0.1695,0.0682,10.4,0,0
salve a tutti non mi è chiara una cosa,una cosa non mi e chiara,48.7067,0.7014,0.1348,45.5,0,0
l audizione informale è stata svolta dalle 14.10 alle 14.40,l audizione si e svolta dalle 13. 10 alle 13. 40,68.1313,0.5984,0.3093,15.1,0,0
questo è un diritto acquisito,e un diritto acquisito,44.6429,0.5215,0.092,27.5,0,0
pertanto gli obiettivi prioritari del progetto sono 1,gli obiettivi di questo progetto sono 1,100.0,0.9985,0.1778,100.0,0,0
anche oggi il problema si pone negli stessi termini,il problema si pone allora negli stessi termini,61.5278,0.6817,0.1099,36.6,0,0
nessuno chiedendo di intervenire rinvia quindi il seguito dell esame,nessun altri chiedendo di intervenire rinvia quindi il seguito dell esame,42.8902,0.5354,0.0842,27.9,0,0
si ringrazia per la cortese attenzione e si porgono distinti saluti,ringrazio per l attenzione e porgo distinti saluti,100.0,0.999,0.2174,100.0,0,0
spero di esser- le stato d aiuto,spero di essere stata d aiuto,69.0476,0.3333,0.0899,32.5,0,0
tali organismi fanno eventualmente parte di agenzie indipendenti incaricate a livello nazionale della difesa dei diritti umani o della salvaguardia dei diritti individuali,questi organismi fanno parte delle strutture sanitarie ordinari sezioni specializzate nella tutela dei diritti umano o della sicurezza dei diritti personali,16.0245,0.3207,0.0571,6.4,0,0
muore prematuramente il 14 gennaio 1987,14 muore il 1987 gennaio,43.6574,0.339,0.0,12.4,0,0
la ringrazio per la disponibilità cordialmente,la ringrazio per la sua solita cortese disponibilita,49.9537,0.6817,0.1304,25.8,0,0
c è un rispettoso silenzio,c e un silenzio assoluto,65.0,0.1695,0.0,10.4,0,0
quella è l unica cosa che deve fare,ma e l unica cosa da fare,66.713,0.8164,0.1333,61.5,0,0
e saremo alla fine del 2003,il 2003 e alla fine,73.8095,0.75,0.1364,30.2,0,0
c è ancora una possibilità,ci sono ancora altre possibilita,41.6667,0.0,0.0227,5.3,0,0
e sono i conti quelli che non tornano,e proprio vero che i conti non tornano,92.8535,0.8737,0.1978,84.1,0,0
e non lo avrebbe fatto,finora non lo hanno fatto,68.0952,0.75,0.0909,30.2,0,0
treni su cui viaggiano mediamente 70.000 passeggeri al giorno per un totale annuo di oltre 25 milioni,treno su cui viaggiavano circa un ora i viadotti per un totale di 25 milioni di euro,22.7002,0.3309,0.0588,11.2,0,0
ma è accaduto anche il contrario,puo anche accadere il contrario,51.5873,0.535,0.0455,20.8,0,0
prima di diventare una eroina era una piccola esploratrice che viveva nella città di papòf,prima di diventare una bambina era una piccola esploratrice che vive nella citta di papof,25.3902,0.6453,0.26,34.8,0,0
allora cosa si dovrebbe fare,ma allora cosa dobbiamo fare,86.1111,0.7938,0.0909,66.9,0,0
ma sì dov è il problema,ma il problema dov e,61.8717,0.6356,0.1136,35.0,0,0
ma non è neanche questo il punto,ma non e il punto,49.213,0.75,0.1364,30.2,0,0
su questo siamo sicuramente d accordo,possiamo essere d accordo su questo,100.0,0.9977,0.1573,100.0,0,0
quando la domanda può essere presentata in qualunque periodo dell anno,la domanda puo essere presentata in qualunque periodo dell anno,27.8042,0.7789,0.1935,29.8,0,0
le cose si imparano anche così,impareranno comunque le stesse cose,42.5,0.3758,0.0225,15.8,0,0
   al di fuori delle mura,al di fuori delle nostre norme visita un ghiaccio,26.7725,0.735,0.087,29.8,0,0
ma all improvviso la situazione si è rovesciata,ma la situazione congiunturale e rovesciata,58.3333,0.5011,0.0879,18.0,0,0
ma il problema è anche un altro,ma il problema e generale,44.3651,0.5889,0.0909,39.8,0,0
ma la classe non è acqua giusto,oppure piu semplicemente la classe non e acqua,35.1852,0.7075,0.1099,22.1,0,0
le sue condizioni sono comunque apparentemente buone,le sue condizioni sono buone,100.0,0.996,0.1364,100.0,0,0
qui purtroppo avviene un fatto spiacevole,qui avvenne un fatto insolito,47.4206,0.4331,0.0227,19.4,0,0
l attività didattica è sufficiente pertinente,l attivita didattica e sufficiente,22.0833,0.2542,0.1136,11.5,0,0
questo non è un sogno,non e un sogno buono,36.3095,0.3,0.0682,14.1,0,0
com è oggi la situazione,com e la situazione economica,67.4206,0.75,0.1364,42.7,0,0
ma ne vale sempre più la pena,ne varra sempre la pena,36.6667,0.2542,0.0225,11.5,0,0
questa è sicuramente una condizione necessaria ma non sufficiente,e condizione necessaria ma non sufficiente,51.078,0.6385,0.1124,54.4,0,0
la lunghezza del testo non pur essere superiore ad una pagina dellasuddetta gazzetta ovvero deve risultare di 650 parole circa,la lunghezza del testo non puo essere superiore ad una pagina della gazzetta ufficiale o deve essere di sola parola circa,50.8327,0.678,0.25,42.6,0,0
15 la legge infatti provoca l ira al contrario dove non c è legge non c è nemmeno trasgressione,15 la legge infatti provoca l ira al contrario dove non c e legge non c era alcuna differenza,25.7279,0.7863,0.2745,62.7,0,0
un film comunque da vedere,un film da vedere assolutamente,71.2963,0.7938,0.0909,66.9,0,0
supportate le funzioni del dual shock 2,supporta le funzioni del 2 - 2,17.1717,0.3254,0.0444,10.2,0,0
ci hanno chiesto i giornalisti,hanno chiesto ancora i giornalisti,100.0,0.996,0.1364,100.0,0,0
le cose però non starebbero così,le cose non stanno cosi purtroppo,77.1429,0.6615,0.0899,50.8,0,0
il mondo è cambiato soprattutto negli ultimi anni,il mondo era cambiato in pochi anni,57.2222,0.4709,0.0222,14.3,0,0
per ulteriori informazioni scrivi a,per ulteriori informazioni potete scrivere a,100.0,0.9977,0.1573,100.0,0,0
chiediamo infine la votazione nominale con scrutinio simultaneo mediante procedimento elettronico,chiediamo la votazione nominale con scrutinio simultaneo mediante procedimento elettronico,66.6667,0.9138,0.2708,81.8,0,0
e c è un fattore in più,ma c e un altro fattore,41.4749,0.7433,0.1124,34.3,0,0
qualcosa c è di strano,che c e di tanto strano,47.5794,0.625,0.1124,32.5,0,0
sarebbe un buon passo avanti,e gia un bel passo avanti,66.6667,0.6085,0.0449,18.0,0,0
e questo è solo un esempio fra tanti,ed e solo un piccolissimo esempio,34.9537,0.1667,0.0,9.7,0,0
anche qui il prezzo è decisamente buono,anche il prezzo e buono,53.3333,0.0847,0.0227,8.7,0,0
forse è proprio questo il punto,forse e il punto piu basso,35.4167,0.3125,0.0225,16.2,0,0
c era un messaggio per me,per me e un messaggio,66.6667,0.5515,0.0455,20.3,0,0
dunque la questione è un pò complicata,ma la questione e un po piu complicata,39.4444,0.2817,0.0659,7.8,0,0
