Normal,Simple,SARI,METEOR,ROUGE_F,BLEU,SPEARMAN_CORRELATION,PEARSON_CORRELATION
non è tuttavia l unico,non e tuttavia l unico,58.5317,0.535,0.2222,20.8,0,0
inoltre c è un altro problema altrettanto importante,il problema e stato un altro,52.7778,0.5011,0.2222,18.0,0,0
the taggerung è un romanzo fantasy di brian jacques pubblicato nel 2001,the taggerung e un libro fantasy scritto da brian jacques,58.4308,0.7585,0.7368,57.9,0,0
in realtà i vézinas avevano solo due figli e georges parlava inglese rotto,nella realta i vezinas avevano solo due figli e georges parlava inglese rotto,45.4952,0.869,0.6364,57.6,0,0
sette uomini persero la vita nei rottami di diversi sciacalli cubani a punta gorda,sette uomini persero la vita nei rottami di diversi sciacalli cubani a punta gorda,42.1263,0.3967,0.25,13.3,0,0
vernie è un comune francese del dipartimento di sarthe nella regione di pays de la-loire,vernie e un comune francese situato nella regione di pays de la loire nel dipartimento della sarthe nella parte occidentale della francia,81.8778,0.9541,0.9268,91.3,0,0
e già questa fu una notizia,ed e una buona notizia,55.2778,0.3,0.0,14.1,0,0
secondo lei neanche questo fu un errore,secondo lei e un errore,66.6667,0.75,0.5714,30.2,0,0
> mi potete dare dei consigli,mi potete dare qualche consiglio,74.9206,0.8441,1.0,81.9,0,0
protagora è generalmente considerato come il primo dei sofisti,protagora e il primo dei filosofi,42.2222,0.3906,0.3077,16.7,0,0
asnières sur-seine è un comune francese situato nella periferia nord occidentale di parigi,asnieres sur - seine e un comune,36.3636,0.0,0.1333,2.1,0,0
a qualcuno la cosa non piacque,a qualcuno la cosa non e piaciuta,55.9722,0.7311,0.4,27.8,0,0
la 15a edizione ha subito una massiccia riorganizzazione nel 1985 ma la versione aggiornata e attuale è ancora nota come 15a edizione,la 15a edizione e stata cambiata nel 1985 ma la versione attuale e l'attuale versione attuale,46.5732,0.4302,0.2759,14.2,0,0
è un fatto insolito,e un fatto abbastanza nuovo,36.1111,0.1695,0.25,17.5,0,0
loison sous-lens è un comune francese del dipartimento di pas de-calais nella regione del nord-pas de-calais,loison sous - lens e un comune francese situato nella regione nord - pas de - calais nel dipartimento di pas de de - nord della francia,45.8796,0.6609,0.8182,31.1,0,0
dopo la resa incondizionata della wehrmacht che entrò in vigore l' 8 maggio 1945 alcune unità della wehrmacht rimasero attive indipendentemente o sotto il comando alleato come forze di polizia entro la fine di agosto 1945 queste unità erano state sciolte e un anno dopo il 20 agosto 1946 il consiglio di controllo alleato dichiarò la wehrmacht ufficialmente abolita,la wehrmacht inizio nel 1945 1945 e dopo che la maggior parte delle persone non potevano entrare nella far parte dell'esercito durante la fine di agosto 1945 le forze di polizia si unirono,37.3942,0.1344,0.0417,2.8,0,0
a differenza del caso dei politopi euclideani un politopo astratto con sfaccettature regolari e figure di vertice può o non può essere regolare ad esempio la piramide quadrata tutte le cui sfaccettature e figure di vertice sono poligoni astratti regolari,a differenza di altri politopi euclideani i politmi hanno sfaccettature regolari e figure di vertice,53.3443,0.5437,0.3704,25.3,0,0
ma questo è un problema secondario,ma e un problema secondario,40.463,0.75,0.5714,42.7,0,0
è noto che studiò poesia toscana in un momento in cui la scuola siciliana un gruppo culturale siciliano stava diventando nota in toscana,ha studiato poesia inglese in un momento in cui la scuola siciliana stava diventando piu grande,29.1775,0.0714,0.0,2.4,0,0
presenta elementi comici ed è stato sviluppato da revolution software e pubblicato da virgin interactive entertainment è stato inizialmente rilasciato per dos e amiga,ha elementi comici ed e stato sviluppato da revolution software e pubblicato per la virgin interactive entertainment,40.9257,0.2192,0.2222,11.5,0,0
i giochi insomma sono ancora tutti da fare,i giochi sono ancora da fare,100.0,0.9977,1.0,100.0,0,0
cosa puoi dire al riguardo,cosa puo dire a questo riguardo,84.1667,0.8067,0.6,53.7,0,0
c è ancora qualcosa da fare,molto e ancora da fare,69.504,0.75,0.5714,42.7,0,0
con gary immune dal voto bobby jon era ora sul blocco di taglio ma stephenie convinse i suoi alleati a tenerlo nel gioco permettendogli di fare almeno la giuria,con gary immune dal voto bobby jon era ora sul blocco di taglio ma stephenie convinse i suoi alleati a tenerlo nel gioco,10.8333,0.3173,0.1569,5.3,0,0
si richiede una buona conoscenza delle lingua inglese,e richiesta una buona conoscenza della lingua inglese,84.3915,0.7483,0.7692,68.0,0,0
come ha potuto far- lo,come hai potuto far - lo,49.4048,0.7353,1.0,32.5,0,0
forse allora i tempi non erano ancora maturi,non erano maturi i tempi,100.0,0.996,1.0,100.0,0,0
petrarca era anche noto per essere una delle prime persone a fare riferimento al medioevo,petrarca era anche noto per essere una delle prime persone a fare riferimento al medioevo,61.17,0.3827,0.4348,20.2,0,0
non vedo contraddizione anzi,non vedo quindi una contraddizione,50.1984,0.5111,0.25,23.6,0,0
aveva poco pochissimo tempo,ha poco tempo,84.4444,0.755,0.8,0.0,0,0
la bandiera è stata disegnata da silvio carvalho feitosa e adottata con legge complementare n. 41 del 22 dicembre 1981,la bandiera e stata disegnata da silvio carvalho e adottato con legge complementare n. 41 del 22 dicembre 1981,31.8884,0.4711,0.4,26.3,0,0
indicato da manufatti recuperati vicino alla strada a milano e in altre zone lungo il fiume hudson i primi abitanti della regione della contea olandese settentrionale erano i mohicani una nazione nativa americana circa 3.000 anni fa,i primi abitanti della regione della contea olandese settentrionale erano i mohicani una nazione nativa americana che viveva in esso dopo il fiume hudson,43.7343,0.3625,0.28,19.1,0,0
rinvia pertanto il seguito del dibattito ad altra seduta,il seguito del dibattito viene rinviato ad altra seduta,61.9444,0.8541,0.6667,43.2,0,0
quali sono le tue aspettative,quali sono le reali aspettative,100.0,0.996,1.0,100.0,0,0
infatti la pubblicità del periodo propagandato il fatto che il maggiolino era così impermeabile che galleggiava,infatti la pubblicita del periodo propagandato era cosi pesante che il maggiolino era cosi impermeabile,31.0041,0.2888,0.2,15.9,0,0
per ottenere un colpo il battitore deve raggiungere la prima base prima che qualsiasi difensore possa taggarlo con la palla lanciare ad un altro giocatore proteggendo la base prima che il battitore lo raggiunga o taggare la prima base mentre trasporta la palla il colpo viene segnato nel momento in cui il battitore raggiunge la prima base in modo sicuro se il corridore viene messo fuori mentre tenta un doppio o triplo sullo stesso gioco ottiene comunque il credito per il colpo,se il battitore e dietro il piatto di casa e tra il ginocchio e il petto del battitore il passo e fatto,51.6904,0.0893,0.0,2.1,0,0
in europa australia e altri paesi che utilizzano pal è stato chiamato il sega mega drive 32x,in europa e stato chiamato il sega super 32x 32x,41.6738,0.4851,0.3333,17.5,0,0
qui c è qualcosa di strano,che c e di strano,66.7262,0.75,0.5714,30.2,0,0
la situazione però è molto complessa,la situazione e molto difficile e complessa,76.0185,0.8413,0.7273,48.9,0,0
e di là c è davvero un pericolo per la democrazia,e c e un altro pericolo per la democrazia,52.1032,0.7812,0.4615,33.0,0,0
vivono in acque calde fino a profondità e sono più comuni nel sud che nella parte settentrionale della barriera corallina,vivono in acqua calda fino a profondita molto profonde nella parte settentrionale della barriera corallina,30.3591,0.5412,0.3448,15.1,0,0
quindi il suo nuovo nome ultrasauros è ora solo un nome alternativo per il dinosauro ufficialmente noto come supersaurus,il dinosauro ultrasauros e solo un dinosauro immaginario,60.4987,0.1531,0.2667,16.0,0,0
e soprattutto a cosa serve,a e a cosa serve,100.0,0.996,1.0,100.0,0,0
più alto è il rating tog più caldo è il piumone,il rating e piu alto in quanto piu caldo e piu corto,20.1309,0.1471,0.0,4.5,0,0
la stampa è un processo per la riproduzione di testo e immagine in genere con inchiostro su carta utilizzando una pressa da stampa,la stampa e un processo per riprodurre testo e immagine su carta,46.2328,0.1799,0.1212,3.9,0,0
dopo essere tornati al bar emanuele gustò con grande piacere delle cucchiaiate di morbida panna dalla sua cioccolata calda super lusso mentre guardava alberto che rosicchiava un osso gigantesco,dopo essere tornati al bar emanuele gusto con gran piacere le cucchiaiate di gelato dalla sua cioccolata calda super lusso mentre guardavano alberto che rosicchiava un piccolo animale gigantesco,38.3403,0.3377,0.1224,7.0,0,0
la maggior parte dei residenti dello stato sono membri della chiesa di gesù cristo dei santi degli ultimi giorni comunemente indicati come i mormoni o la chiesa lds,la maggior parte dei residenti dello stato sono membri della chiesa di gesu cristo dei santi degli ultimi giorni comunemente chiamati i mormoni,31.2862,0.6736,0.6122,47.2,0,0
99 dopo l articolo 12 inserire il seguente art,dopo l articolo 12 e inserito il seguente art,61.3853,0.8018,0.75,53.4,0,0
fu allevato in una delle fattorie locali e prese il nome di dent young nei suoi primi anni,e stato allevato in una delle fattorie locali e prende il nome dal dent young,17.3936,0.2841,0.16,7.4,0,0
ma ne sono lieto anche per un altra ragione,e ne sono lieta per altri,24.2063,0.0833,0.0,8.1,0,0
oggi questo non è possibile,e questo non deve essere possibile,100.0,0.9977,1.0,100.0,0,0
non si tratta tuttavia di un processo univoco,non si tratta di un processo unificato,77.2968,0.6171,0.6667,52.7,0,0
la proposta quindi non è approvata,la proposta non fu approvata,50.3241,0.75,0.5714,42.7,0,0
nel 1880 la residenza di john james wright il primo sindaco di queanbeyan è stato costruito lungo il bordo del fiume queanbeyan,queanbeyan e una citta nella parte orientale della francia,21.9034,0.0585,0.0,2.1,0,0
continuano a far- lo anche oggi,dobbiamo continuare a far - lo,53.9286,0.7353,1.0,32.5,0,0
il percorso comprende anche il ponte più alto di amburgo khlbrandbrcke,il percorso comprende anche il ponte piu alto di amburgo khlbrandbrcke,22.7549,0.5114,0.3,26.0,0,0
un articolo di wikipedia è una pagina che contiene informazioni enciclopediche,un articolo di wikipedia e una pagina su wikipedia,34.3146,0.3155,0.3636,16.3,0,0
risalente almeno al ix secolo originariamente si riferiva alla lunghezza del solco in un acro di campo aperto arato,risalente almeno al ix secolo si riferiva alla lunghezza del solco in un ac,34.2192,0.3695,0.32,26.6,0,0
e poi secondo me c è un problema più grande,e il problema e proprio questo secondo me,55.3472,0.3599,0.1667,12.2,0,0
comunque valeva la pena di tentare,vale comunque la pena provare,42.2619,0.375,0.25,21.4,0,0
ebbene a che cosa assistiamo,a che cosa si assiste,36.0317,0.5889,0.5,39.8,0,0
lasciava sue libera quando arrivavano al piccolo laghetto dietro al recinto dei gorilla così poteva correre lì intorno,lasciava sue libera uscita quando arrivavano al piccolo lago dei gorilla cosi poteva correre li vicino,46.9949,0.44,0.2424,16.7,0,0
monceau le-neuf et-faucouzy è un comune francese del dipartimento dell' aisne,monceau le - neuf et - faucouzy e un comune francese situato nella regione picardie nel dipartimento dell'aisne nel nord della francia,29.6045,0.519,0.6667,18.3,0,0
negli anni 70 bishara frequentò l’ università ebraica di gerusalemme fu a capo dell’ unione degli studenti arabi e fu anche attivo nel gruppo studentesco ebraico arabo campus,negli anni'70 bishara frequento l'universita ebraica di gerusalemme a gerusalemme,26.6667,0.1287,0.2564,2.7,0,0
è figlio di pilar schneider un ex insegnante di scuola materna ed ex presidente del consiglio di amministrazione della scuola e marvin schneider un broker immobiliare,e la figlia di pilar schneider un ex insegnante di scuola e di sua moglie moglie del consiglio di amministrazione della scuola,30.3998,0.2458,0.209,9.4,0,0
creando un articolo incompiuto incoraggi altre persone a contribuire la collaborazione sugli articoli ti farà guadagnare molto più rispetto all' editing solista,creare un articolo incompiuto incoraggio altre persone a contribuire alla creazione di qualcosa,42.7424,0.2682,0.2308,16.6,0,0
oggi però non è più così,oggi non puo piu essere cosi,64.1667,0.4259,0.2,18.0,0,0
esprimo infine parere contrario sulle restanti proposte emendative,esprime infine parere contrario su tutte le restanti proposte,100.0,0.9993,1.0,100.0,0,0
mentre la maggior parte dei programmi medici sono insegnati in svedese la maggior parte dei progetti di dottorato sono condotti in inglese,la maggior parte dei programmi medici sono insegnati in svedese,45.0535,0.4654,0.6,30.1,0,0
ed è una cosa molto importante,e questa cosa e molto importante,29.4643,0.098,0.0,8.1,0,0
dichiara infine voto favorevole,dichiara infine il proprio voto contrario,43.0556,0.1961,0.0,9.7,0,0
sussistono tuttavia validi motivi per compensare tra le parti le spese di giudizio,sussistono giusti motivi per compensare fra le parti le spese del giudizio,100.0,0.9997,1.0,100.0,0,0
saint-denis è sede della necropoli reale della basilica di saint denis ed è stata anche la sede dell' abbazia associata,saint - denis e una citta nella basilica di saint denis in francia,46.5274,0.4669,0.4444,19.3,0,0
non è così semplice,ma non deve essere cosi semplice,8.3333,0.25,0.0,10.7,0,0
la partecipazione al concorso è totalmente gratuita,la partecipazione a tutti i concorsi e gratuita,26.0384,0.4688,0.3077,15.6,0,0
fu questo incontro casuale con robert johnson la sua più grande influenza che gli diede l' ispirazione per tornare alla musica,e stato un incontro casuale con robert johnson che gli ha dato l'ispirazione per tornare a musica,25.9033,0.4177,0.4444,16.7,0,0
fiennes è il figlio della scrittrice jennifer lash e del fotografo mark fiennes,fiennes e nato il 6 agosto 1971 a vancouver in canada,39.6591,0.1087,0.0,4.5,0,0
